UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0
4632,L51811,L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0
6337,L53516,L,300.4,309.8,1395,48.1,201,0,0,0,0,0,0
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0
8895,M23754,M,297.5,308.7,1546,38.0,123,0,0,0,0,0,0
8742,L55921,L,297.4,308.8,1538,41.2,126,0,0,0,0,0,0
7835,L55014,L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0
7468,H36881,H,300.3,311.6,1463,41.6,102,0,0,0,0,0,0
2374,L49553,L,299.2,308.4,1350,51.3,96,0,0,0,0,0,0
7461,L54640,L,300.0,311.5,1445,41.6,81,0,0,0,0,0,0
6776,L53955,L,301.2,310.6,1670,30.0,40,0,0,0,0,0,0
4607,L51786,L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0
4473,L51652,L,302.7,310.6,1501,48.7,4,0,0,0,0,0,0
6397,L53576,L,300.0,309.6,1526,46.4,150,0,0,0,0,0,0
8862,L56041,L,297.9,309.1,1619,34.7,33,0,0,0,0,0,0
6428,L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0
3088,M17947,M,300.0,309.1,1474,45.2,152,0,0,0,0,0,0
5906,H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0
9359,L56538,L,298.2,308.7,1407,45.1,49,0,0,0,0,0,0
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0
6442,L53621,L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0
5983,L53162,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0
7371,M22230,M,299.6,310.1,1455,46.1,76,0,0,0,0,0,0
8387,M23246,M,298.9,309.9,1501,37.1,70,0,0,0,0,0,0
7608,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0
683,H30096,H,297.8,309.0,1410,48.8,23,0,0,0,0,0,0
2610,L49789,L,299.4,309.2,1621,34.5,48,0,0,0,0,0,0
5445,L52624,L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0
5415,L52594,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0
8633,L55812,L,297.3,308.3,1590,35.5,59,0,0,0,0,0,0
6173,L53352,L,300.8,310.6,1577,37.9,227,1,1,0,0,0,0
7655,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0
4479,L51658,L,302.5,310.2,1477,41.6,16,0,0,0,0,0,0
9464,M24323,M,298.5,309.3,1552,36.8,133,0,0,0,0,0,0
7064,L54243,L,300.7,310.4,1234,51.7,160,0,0,0,0,0,0
5676,M20535,M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0
8869,L56048,L,297.9,309.0,1456,46.5,52,0,0,0,0,0,0
674,L47853,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0
8781,M23640,M,297.5,308.6,1327,52.1,24,0,0,0,0,0,0
2100,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0
7978,L55157,L,301.2,312.4,1378,59.0,95,0,0,0,0,0,0
7518,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0
4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0
4624,L51803,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0
9248,L56427,L,298.3,308.9,1695,30.7,174,0,0,0,0,0,0
9792,M24651,M,298.5,309.4,1521,37.5,94,0,0,0,0,0,0
2692,L49871,L,300.0,309.6,1431,47.7,39,0,0,0,0,0,0
5050,H34463,H,304.0,313.1,1472,45.5,166,0,0,0,0,0,0
4608,L51787,L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0
5866,M20725,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0
4718,M19577,M,303.4,311.6,1425,45.4,184,0,0,0,0,0,0
1954,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0
9825,L57004,L,298.4,309.3,1504,39.3,192,0,0,0,0,0,0
4470,L51649,L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0
6171,H35584,H,300.8,310.5,1559,40.1,220,0,0,0,0,0,0
7995,L55174,L,301.0,312.3,1424,43.5,136,0,0,0,0,0,0
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0
4863,L52042,L,303.5,312.1,1326,55.7,114,0,0,0,0,0,0
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0,0,0,0,0
8954,L56133,L,297.3,308.0,1518,36.0,59,0,0,0,0,0,0
9867,L57046,L,299.0,309.9,1630,34.0,92,0,0,0,0,0,0
4875,L52054,L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0
5682,L52861,L,302.2,311.6,1383,44.3,72,0,0,0,0,0,0
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0
9997,H39410,H,298.9,308.4,1632,31.8,17,0,0,0,0,0,0
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0
2291,M17150,M,299.5,308.7,1321,51.9,114,0,0,0,0,0,0
2878,M17737,M,300.5,309.4,1655,32.1,37,0,0,0,0,0,0
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0
9668,L56847,L,299.2,310.3,1352,48.9,238,1,0,0,0,1,0
2551,L49730,L,299.4,309.3,1366,48.4,116,0,0,0,0,0,0
5951,L53130,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0
4167,H33580,H,302.3,310.6,1525,48.7,114,0,0,0,0,0,0
3609,M18468,M,301.7,310.8,1954,21.6,198,0,0,0,0,0,0
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0
4214,L51393,L,302.1,310.7,1465,40.7,13,0,0,0,0,0,0
4219,M19078,M,302.0,310.6,1479,40.5,24,0,0,0,0,0,0
9250,L56429,L,298.3,309.0,1657,32.2,179,0,0,0,0,0,0
9930,H39343,H,298.4,308.4,1479,39.2,58,0,0,0,0,0,0
8236,M23095,M,299.2,310.6,1443,50.9,85,0,0,0,0,0,0
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0
6700,M21559,M,301.7,310.8,1516,40.4,48,0,0,0,0,0,0
5681,M20540,M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0
9553,M24412,M,299.3,310.8,1523,40.9,141,0,0,0,0,0,0
9979,H39392,H,298.6,308.3,1377,52.1,181,0,0,0,0,0,0
6710,L53889,L,301.4,310.6,1481,37.6,77,0,0,0,0,0,0
3497,L50676,L,301.9,310.9,1309,48.0,124,0,0,0,0,0,0
3463,H32876,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0
6253,L53432,L,300.8,310.3,1538,36.1,198,0,0,0,0,0,0
1826,M16685,M,298.0,307.5,1784,27.8,163,0,0,0,0,0,0
7907,L55086,L,300.9,312.4,1372,51.0,142,0,0,0,0,0,0
6436,L53615,L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0
4046,M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0
5581,M20440,M,302.6,312.2,1458,38.8,34,0,0,0,0,0,0
1546,M16405,M,298.4,309.0,1544,38.8,97,0,0,0,0,0,0
2589,L49768,L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0
9343,H38756,H,298.3,308.9,1706,31.8,8,0,0,0,0,0,0
5964,H35377,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0
1608,L48787,L,297.8,307.8,1412,48.3,27,0,0,0,0,0,0
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0
6686,L53865,L,301.6,310.9,1532,43.6,15,0,0,0,0,0,0
5930,L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0
6133,L53312,L,301.1,311.1,1429,42.5,123,0,0,0,0,0,0
4341,M19200,M,301.7,309.9,1533,40.9,106,0,0,0,0,0,0
6037,M20896,M,300.6,311.0,1401,54.6,94,0,0,0,0,0,0
5742,M20601,M,302.3,311.7,1483,40.5,8,0,0,0,0,0,0
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0
2378,M17237,M,299.2,308.3,1582,45.5,107,0,0,0,0,0,0
3893,M18752,M,302.3,311.1,1338,53.3,63,0,0,0,0,0,0
7827,L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0
7969,L55148,L,300.9,312.2,1811,23.2,72,0,0,0,0,0,0
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0
2821,L50000,L,300.2,309.5,1436,48.8,135,0,0,0,0,0,0
3313,L50492,L,301.4,310.4,1639,28.9,94,0,0,0,0,0,0
3480,M18339,M,301.8,310.8,1619,31.0,76,0,0,0,0,0,0
2847,L50026,L,300.3,309.2,1412,44.8,200,0,0,0,0,0,0
3355,L50534,L,301.6,310.9,1559,40.2,191,0,0,0,0,0,0
3059,L50238,L,300.0,309.0,1709,32.1,79,0,0,0,0,0,0
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0
9010,L56189,L,297.3,307.9,1579,34.4,193,0,0,0,0,0,0
4847,M19706,M,303.3,311.8,1548,33.5,75,0,0,0,0,0,0
6926,M21785,M,301.1,311.6,1266,55.5,210,0,0,0,0,0,0
9065,L56244,L,297.2,308.4,1833,25.2,117,0,0,0,0,0,0
8377,L55556,L,298.8,309.8,1334,49.3,42,0,0,0,0,0,0
4318,M19177,M,301.5,310.0,1417,44.6,49,0,0,0,0,0,0
3666,M18525,M,302.4,311.8,1358,50.6,133,0,0,0,0,0,0
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0
4160,M19019,M,302.0,310.5,1639,32.9,94,0,0,0,0,0,0
2980,L50159,L,300.5,309.5,1542,38.5,108,0,0,0,0,0,0
6910,L54089,L,300.8,311.2,1376,48.1,172,0,0,0,0,0,0
2733,L49912,L,299.7,309.2,1346,57.4,138,0,0,0,0,0,0
9253,M24112,M,298.1,309.0,1533,36.1,189,0,0,0,0,0,0
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0
7036,L54215,L,300.6,310.6,1497,38.2,83,0,0,0,0,0,0
3371,L50550,L,301.4,310.7,1584,32.2,17,0,0,0,0,0,0
5427,L52606,L,302.6,312.3,1554,42.0,58,0,0,0,0,0,0
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0
8815,L55994,L,297.2,308.4,1462,51.2,102,0,0,0,0,0,0
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0
3101,L50280,L,299.8,309.1,1578,42.1,191,0,0,0,0,0,0
8989,L56168,L,297.2,307.9,1825,24.6,142,0,0,0,0,0,0
8064,M22923,M,300.3,311.7,1551,36.4,84,0,0,0,0,0,0
8632,H38045,H,297.3,308.3,1506,37.0,54,0,0,0,0,0,0
9684,M24543,M,299.0,310.0,1338,56.4,29,0,0,0,0,0,0
3614,L50793,L,301.7,310.9,1557,39.4,2,0,0,0,0,0,0
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0
2451,L49630,L,299.2,308.7,1492,37.8,91,0,0,0,0,0,0
2875,L50054,L,300.6,309.5,1471,49.6,29,0,0,0,0,0,0
9786,H39199,H,298.7,309.7,1697,29.8,74,0,0,0,0,0,0
7362,L54541,L,299.5,310.0,1502,38.5,52,0,0,0,0,0,0
6047,L53226,L,300.9,311.0,1316,56.5,120,0,0,0,0,0,0
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0
1532,H30945,H,298.1,309.0,1438,41.4,60,0,0,0,0,0,0
2710,L49889,L,299.6,309.1,1641,35.8,81,0,0,0,0,0,0
3173,M18032,M,300.3,309.6,1488,41.3,172,0,0,0,0,0,0
9350,M24209,M,298.2,308.7,1599,36.2,28,0,0,0,0,0,0
7795,M22654,M,300.2,311.6,1415,55.8,82,0,0,0,0,0,0
2646,H32059,H,299.9,309.5,1547,38.5,148,0,0,0,0,0,0
5565,L52744,L,302.4,311.8,1416,46.1,202,0,0,0,0,0,0
3149,H32562,H,300.4,309.8,1448,39.7,107,0,0,0,0,0,0
1464,L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0
7136,L54315,L,300.5,309.9,1443,48.3,122,0,0,0,0,0,0
3902,H33315,H,302.2,311.1,1553,34.1,89,0,0,0,0,0,0
9243,M24102,M,298.2,308.7,1269,60.9,163,0,0,0,0,0,0
1604,M16463,M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0
8400,L55579,L,298.6,309.7,1294,59.4,104,0,0,0,0,0,0
5168,L52347,L,304.2,313.4,1639,32.7,63,0,0,0,0,0,0
7440,L54619,L,300.0,311.3,1493,41.4,28,0,0,0,0,0,0
2558,M17417,M,299.4,309.1,1440,50.0,134,0,0,0,0,0,0
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0
3884,M18743,M,302.4,311.4,1534,40.1,41,0,0,0,0,0,0
6665,L53844,L,301.3,310.4,1538,38.4,195,0,0,0,0,0,0
5064,H34477,H,304.0,312.9,1495,46.6,0,0,0,0,0,0,0
2207,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0
617,H30030,H,298.1,309.9,1686,29.1,60,0,0,0,0,0,0
6127,L53306,L,300.9,310.9,1370,52.5,107,0,0,0,0,0,0
7508,L54687,L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0
9107,L56286,L,297.4,308.3,1854,21.8,24,0,0,0,0,0,0
2056,L49235,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0
692,L47871,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0
2175,L49354,L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0
6533,H35946,H,301.2,310.6,1352,52.0,69,0,0,0,0,0,0
7234,L54413,L,299.9,310.0,1447,45.9,162,0,0,0,0,0,0
2647,M17506,M,299.8,309.5,1453,43.2,153,0,0,0,0,0,0
8090,L55269,L,300.1,311.3,1676,30.3,151,0,0,0,0,0,0
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0
4593,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0
9677,L56856,L,299.0,310.1,1886,21.2,13,0,0,0,0,0,0
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0
6417,H35830,H,300.4,310.1,1484,38.0,198,0,0,0,0,0,0
8497,M23356,M,298.3,309.4,1816,22.6,138,0,0,0,0,0,0
4077,M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0
8908,M23767,M,297.2,308.6,1404,43.7,160,0,0,0,0,0,0
3926,L51105,L,302.6,311.6,1638,29.6,160,0,0,0,0,0,0
6223,H35636,H,301.1,310.8,1792,25.8,121,0,0,0,0,0,0
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0
8516,L55695,L,298.2,309.4,1443,45.4,187,0,0,0,0,0,0
2552,L49731,L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0
4226,L51405,L,302.1,310.7,1359,49.3,41,1,0,1,0,0,0
9965,L57144,L,298.3,307.9,1766,26.5,145,0,0,0,0,0,0
5582,M20441,M,302.5,312.1,1454,47.6,37,0,0,0,0,0,0
2335,L49514,L,299.2,308.4,1445,43.5,224,0,0,0,0,0,0
6179,L53358,L,301.1,310.9,1282,67.9,10,1,0,0,1,0,0
7689,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0
1987,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0
5902,L53081,L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0
3716,M18575,M,302.4,311.4,1475,45.2,46,0,0,0,0,0,0
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0
7809,L54988,L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0
8548,M23407,M,298.4,309.4,1666,24.3,68,0,0,0,0,0,0
8942,M23801,M,297.3,308.3,1595,32.2,29,0,0,0,0,0,0
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0
3345,L50524,L,301.4,310.7,1706,27.9,170,0,0,0,0,0,0
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0
8089,L55268,L,300.1,311.4,1356,45.7,149,0,0,0,0,0,0
5038,M19897,M,304.1,313.2,1586,41.1,129,0,0,0,0,0,0
5811,L52990,L,301.3,311.0,1856,21.9,189,0,0,0,0,0,0
8290,L55469,L,298.9,310.6,1406,43.8,12,0,0,0,0,0,0
3217,L50396,L,300.5,309.5,1653,27.6,62,0,0,0,0,0,0
3366,M18225,M,301.4,310.6,1630,30.3,2,0,0,0,0,0,0
6332,H35745,H,300.5,310.0,1495,47.4,184,0,0,0,0,0,0
5509,L52688,L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0
9624,L56803,L,298.9,310.1,1356,47.8,116,0,0,0,0,0,0
5060,L52239,L,303.9,312.8,1419,47.9,196,0,0,0,0,0,0
5317,M20176,M,303.6,312.8,1689,33.1,16,0,0,0,0,0,0
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0
7358,L54537,L,299.6,310.1,1487,42.9,42,0,0,0,0,0,0
5647,M20506,M,302.4,311.8,1644,37.2,195,0,0,0,0,0,0
9495,L56674,L,299.2,309.9,1516,41.4,219,0,0,0,0,0,0
8537,M23396,M,298.6,309.5,1426,45.4,38,0,0,0,0,0,0
737,L47916,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0
8780,M23639,M,297.5,308.6,1349,51.5,21,0,0,0,0,0,0
2922,L50101,L,300.8,309.8,1657,31.1,151,0,0,0,0,0,0
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0
5539,M20398,M,302.3,311.8,1879,23.0,124,0,0,0,0,0,0
8237,L55416,L,299.2,310.6,1498,41.1,88,0,0,0,0,0,0
10000,M24859,M,299.0,308.7,1500,40.2,30,0,0,0,0,0,0
1996,L49175,L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0
8504,L55683,L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0
1603,H31016,H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0
5443,L52622,L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0
6265,L53444,L,300.9,310.4,1541,39.1,17,0,0,0,0,0,0
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0
3736,M18595,M,302.2,311.1,1434,58.6,102,0,0,0,0,0,0
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0
1788,L48967,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0
1082,L48261,L,297.0,307.8,1521,40.2,190,0,0,0,0,0,0
2978,L50157,L,300.4,309.3,1413,50.3,101,0,0,0,0,0,0
4439,L51618,L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0
3405,L50584,L,301.3,310.4,1695,30.9,108,0,0,0,0,0,0
8292,L55471,L,298.9,310.5,1717,26.9,17,0,0,0,0,0,0
5371,H34784,H,303.0,312.4,1627,37.1,168,0,0,0,0,0,0
3386,L50565,L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0
8021,H37434,H,300.9,312.0,1720,27.9,202,0,0,0,0,0,0
5098,L52277,L,304.2,313.4,1457,49.4,96,0,0,0,0,0,0
4510,L51689,L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0
6200,L53379,L,300.9,310.9,1497,43.2,62,0,0,0,0,0,0
3251,H32664,H,301.2,309.8,1709,27.0,151,0,0,0,0,0,0
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0
7798,L54977,L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0
1968,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0
169,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0
9400,L56579,L,297.8,308.3,1477,44.8,170,0,0,0,0,0,0
1526,L48705,L,298.2,309.0,2449,13.8,45,0,0,0,0,0,0
6506,L53685,L,301.1,310.1,1457,39.6,215,0,0,0,0,0,0
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0
3547,M18406,M,301.9,310.9,1317,51.9,40,0,0,0,0,0,0
6682,L53861,L,301.4,310.7,1425,45.1,7,0,0,0,0,0,0
9782,L56961,L,298.8,309.9,1441,41.6,62,0,0,0,0,0,0
4227,L51406,L,302.1,310.8,1596,37.1,43,0,0,0,0,0,0
2077,L49256,L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0
8892,M23751,M,297.7,308.9,1681,28.3,116,0,0,0,0,0,0
7111,M21970,M,300.8,310.4,1518,36.0,59,0,0,0,0,0,0
2561,M17420,M,299.4,309.1,1326,62.0,142,0,0,0,0,0,0
2195,M17054,M,299.6,308.9,1568,35.3,77,0,0,0,0,0,0
9808,L56987,L,298.2,309.0,1413,55.0,145,0,0,0,0,0,0
1599,L48778,L,297.9,308.0,1501,36.7,4,0,0,0,0,0,0
5258,L52437,L,303.5,313.0,1482,38.5,82,0,0,0,0,0,0
9799,L56978,L,298.5,309.3,1471,44.7,119,0,0,0,0,0,0
6917,M21776,M,300.9,311.3,1603,31.8,190,0,0,0,0,0,0
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0
2826,L50005,L,300.3,309.4,1470,33.5,148,0,0,0,0,0,0
4295,M19154,M,301.7,310.1,1743,27.3,210,0,0,0,0,0,0
6792,L53971,L,301.2,310.7,1551,41.2,82,0,0,0,0,0,0
610,L47789,L,298.1,309.9,1629,32.5,45,0,0,0,0,0,0
8860,L56039,L,297.9,309.1,1457,44.4,28,0,0,0,0,0,0
2080,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0
5134,L52313,L,304.1,313.2,1824,25.8,186,0,0,0,0,0,0
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0
1709,L48888,L,298.2,307.8,1627,31.5,64,0,0,0,0,0,0
9072,L56251,L,297.0,308.1,1429,54.0,138,0,0,0,0,0,0
1516,M16375,M,298.2,308.9,1614,35.5,15,0,0,0,0,0,0
6797,M21656,M,301.3,310.7,1300,58.3,92,0,0,0,0,0,0
5977,H35390,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0
4717,L51896,L,303.4,311.6,1712,30.1,182,0,0,0,0,0,0
7198,L54377,L,300.0,310.0,1486,41.8,69,0,0,0,0,0,0
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0
9622,M24481,M,299.0,310.0,2049,19.5,111,0,0,0,0,0,0
9720,L56899,L,298.9,309.9,1309,56.2,119,0,0,0,0,0,0
3284,L50463,L,301.2,309.9,1449,45.5,23,0,0,0,0,0,0
5640,L52819,L,302.6,312.1,1668,28.7,180,0,0,0,0,0,1
1111,L48290,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0
4710,M19569,M,303.4,311.6,1446,50.0,163,0,0,0,0,0,0
5869,L53048,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0
1022,M15881,M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0
6366,M21225,M,299.9,309.5,1412,57.9,59,0,0,0,0,0,0
5083,H34496,H,304.1,313.2,1590,43.4,52,0,0,0,0,0,0
5247,L52426,L,303.5,313.0,1465,41.0,56,0,0,0,0,0,0
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0
1654,L48833,L,298.0,307.8,1386,57.3,147,0,0,0,0,0,0
545,M15404,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0
4921,L52100,L,303.4,312.2,1337,69.4,52,1,0,0,1,0,0
5722,M20581,M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0
3435,M18294,M,301.5,310.5,1412,44.1,184,0,0,0,0,0,0
9747,L56926,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0
9694,L56873,L,298.9,310.0,1693,28.8,56,0,0,0,0,0,0
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0
9805,L56984,L,298.4,309.1,1467,42.5,139,0,0,0,0,0,0
7455,L54634,L,300.2,311.6,1446,47.3,66,0,0,0,0,0,0
4750,L51929,L,303.2,311.2,1404,50.9,31,0,0,0,0,0,0
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0
6097,M20956,M,300.8,310.7,1483,40.8,28,0,0,0,0,0,0
5448,L52627,L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0
7829,M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0
9843,L57022,L,298.4,309.3,1395,47.6,24,0,0,0,0,0,0
1994,M16853,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0
9079,L56258,L,297.3,308.1,1566,35.7,156,0,0,0,0,0,0
5481,H34894,H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0
5613,L52792,L,303.0,312.3,1486,42.4,112,0,0,0,0,0,0
7881,H37294,H,300.7,312.4,1457,47.2,74,0,0,0,0,0,0
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0
7877,H37290,H,300.7,312.2,1335,49.0,62,0,0,0,0,0,0
4915,M19774,M,303.5,312.3,1532,41.7,32,0,0,0,0,0,0
5921,L53100,L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0
7504,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0
8774,L55953,L,297.5,308.6,1585,37.6,2,0,0,0,0,0,0
3567,L50746,L,301.8,310.6,1295,62.3,91,0,0,0,0,0,0
3466,M18325,M,301.8,310.7,1383,45.7,44,0,0,0,0,0,0
8631,L55810,L,297.4,308.4,1371,57.4,52,0,0,0,0,0,0
7038,L54217,L,300.6,310.6,1514,39.5,87,0,0,0,0,0,0
9479,L56658,L,298.8,309.6,1890,24.0,173,0,0,0,0,0,0
7666,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0
